"Model","Estimate","SE","Zval","Pval","CI_Lower","CI_Upper","Tau2","I2"
"REML",0.702934815899489,0.131208646500756,5.35738180864047,8.44365664404045e-08,0.445770594297759,0.960099037501219,0.049549467424853,25.614100162501
